subject,trial,condition,rt
3,391,congruent,480
3,392,congruent,440
3,393,incongruent,684
3,394,incongruent,807
3,395,congruent,383
3,396,incongruent,775
3,397,incongruent,675
3,398,incongruent,847
3,399,incongruent,805
3,400,congruent,443
3,401,congruent,425
3,402,congruent,394
3,403,incongruent,764
3,404,incongruent,757
3,405,congruent,510
3,406,incongruent,779
3,407,incongruent,765
3,408,incongruent,765
3,409,incongruent,736
3,410,congruent,476
3,411,incongruent,760
3,412,incongruent,751
3,413,incongruent,785
3,414,incongruent,837
3,415,incongruent,740
3,416,congruent,464
3,417,congruent,547
3,418,congruent,375
3,419,congruent,447
3,420,congruent,443
3,421,incongruent,711
3,422,incongruent,746
3,423,congruent,368
3,424,incongruent,741
3,425,incongruent,750
3,426,congruent,493
3,427,incongruent,840
3,428,congruent,453
3,429,congruent,454
3,430,incongruent,826
3,431,congruent,566
3,432,incongruent,830
3,433,congruent,444
3,434,congruent,468
3,435,congruent,439
3,436,incongruent,797
3,437,incongruent,814
3,438,congruent,430
3,439,incongruent,832
3,440,incongruent,753
3,441,incongruent,744
3,442,incongruent,696
3,443,congruent,475
3,444,incongruent,821
3,445,incongruent,733
3,446,incongruent,775
3,447,congruent,416
3,448,congruent,460
3,449,incongruent,827
3,450,incongruent,772
3,451,incongruent,803
3,452,congruent,458
3,453,incongruent,730
3,454,congruent,485
3,455,incongruent,719
3,456,congruent,515
3,457,incongruent,845
3,458,congruent,497
3,459,incongruent,778
3,460,incongruent,728
3,461,congruent,481
3,462,congruent,447
3,463,congruent,391
3,464,congruent,415
3,465,congruent,469
3,466,incongruent,723
3,467,incongruent,728
3,468,congruent,419
3,469,congruent,455
3,470,congruent,365
3,471,incongruent,715
3,472,congruent,475
3,473,congruent,470
3,474,congruent,459
3,475,congruent,419
3,476,incongruent,790
3,477,incongruent,790
3,478,incongruent,751
3,479,congruent,398
3,480,incongruent,780
3,481,congruent,481
3,482,incongruent,822
3,483,congruent,425
3,484,incongruent,818
3,485,incongruent,803
3,486,congruent,427
3,487,incongruent,763
3,488,congruent,520
3,489,incongruent,818
3,490,congruent,448
3,491,incongruent,751
3,492,incongruent,744
3,493,congruent,394
3,494,incongruent,764
3,495,congruent,426
3,496,incongruent,747
3,497,incongruent,739
3,498,incongruent,771
3,499,incongruent,767
3,500,congruent,461
4,21,incongruent,709
4,22,congruent,465
4,23,incongruent,771
4,24,incongruent,628
4,25,incongruent,721
4,26,congruent,465
4,27,incongruent,785
4,28,congruent,467
4,29,congruent,480
4,30,congruent,436
4,31,congruent,474
4,32,congruent,371
4,33,congruent,373
4,34,incongruent,703
4,35,congruent,415
4,36,incongruent,752
4,37,congruent,429
4,38,congruent,382
4,39,congruent,421
4,40,congruent,378
4,41,incongruent,793
4,42,incongruent,705
4,43,incongruent,662
4,44,incongruent,682
4,45,incongruent,668
4,46,incongruent,672
4,47,incongruent,696
4,48,incongruent,764
4,49,congruent,461
4,50,congruent,421
4,51,incongruent,709
4,52,incongruent,633
4,53,incongruent,658
4,54,incongruent,747
4,55,congruent,346
4,56,congruent,427
4,57,incongruent,772
4,58,congruent,404
4,59,incongruent,703
4,60,incongruent,716
4,61,congruent,423
4,62,incongruent,689
4,63,congruent,455
4,64,incongruent,751
4,65,congruent,468
4,66,incongruent,733
4,67,incongruent,730
4,68,incongruent,704
4,69,congruent,424
4,70,incongruent,777
4,71,congruent,433
4,72,incongruent,764
4,73,congruent,461
4,74,congruent,437
4,75,incongruent,773
4,76,incongruent,780
4,77,congruent,395
4,78,incongruent,633
4,79,incongruent,732
4,80,congruent,421
4,81,incongruent,681
4,82,incongruent,745
4,83,congruent,481
4,84,incongruent,745
4,85,incongruent,658
4,86,incongruent,673
4,87,congruent,434
4,88,incongruent,657
4,89,incongruent,678
4,90,congruent,409
4,91,incongruent,711
4,92,congruent,401
4,93,incongruent,738
4,94,incongruent,800
4,95,incongruent,652
4,96,incongruent,677
4,97,incongruent,637
4,98,congruent,469
4,99,congruent,442
4,100,incongruent,741
4,101,congruent,418
4,102,incongruent,663
4,103,incongruent,702
4,104,congruent,447
4,105,incongruent,739
4,106,incongruent,741
4,107,congruent,412
4,108,incongruent,660
4,109,incongruent,701
4,110,congruent,450
4,111,congruent,466
4,112,congruent,452
4,113,incongruent,643
4,114,congruent,455
4,115,congruent,383
4,116,incongruent,698
4,117,congruent,454
4,118,congruent,478
4,119,congruent,370
4,120,incongruent,797
4,121,congruent,435
4,122,incongruent,774
4,123,congruent,298
4,124,incongruent,642
4,125,incongruent,726
4,126,congruent,385
4,127,congruent,453
4,128,incongruent,717
4,129,incongruent,582
4,130,congruent,450
4,131,congruent,365
4,132,congruent,416
4,133,incongruent,698
4,134,incongruent,657
4,135,incongruent,753
4,136,incongruent,628
4,137,congruent,458
4,138,congruent,484
4,139,incongruent,691
4,140,congruent,395
4,141,incongruent,672
4,142,incongruent,639
4,143,incongruent,722
4,144,congruent,362
4,145,incongruent,762
4,146,incongruent,814
4,147,congruent,396
4,148,incongruent,731
4,149,congruent,374
4,150,congruent,393
4,151,congruent,419
4,152,incongruent,690
4,153,congruent,350
4,154,congruent,422
4,155,incongruent,656
4,156,incongruent,692
4,157,congruent,454
4,158,congruent,446
4,159,incongruent,700
4,160,incongruent,801
4,161,congruent,412
4,162,congruent,383
4,163,congruent,466
4,164,congruent,483
4,165,incongruent,804
4,166,incongruent,712
4,167,incongruent,696
4,168,congruent,403
4,169,congruent,449
4,170,incongruent,765
4,171,congruent,416
4,172,incongruent,701
4,173,incongruent,753
4,174,incongruent,669
4,175,incongruent,706
4,176,incongruent,749
4,177,incongruent,691
4,178,congruent,424
4,179,incongruent,685
4,180,incongruent,709
4,181,congruent,427
4,182,congruent,397
4,183,incongruent,682
4,184,congruent,498
4,185,incongruent,684
4,186,incongruent,704
4,187,incongruent,702
4,188,incongruent,789
4,189,incongruent,665
4,190,incongruent,668
4,191,congruent,385
4,192,congruent,397
4,193,incongruent,745
4,194,incongruent,665
4,195,incongruent,640
4,196,incongruent,672
4,197,congruent,414
4,198,incongruent,742
4,199,congruent,397
4,200,congruent,408
4,201,congruent,475
4,202,congruent,460
4,203,congruent,478
4,204,congruent,458
4,205,incongruent,671
4,206,congruent,455
4,207,congruent,526
4,208,congruent,494
4,209,incongruent,700
4,210,incongruent,653
4,211,congruent,430
4,212,incongruent,603
4,213,incongruent,667
4,214,incongruent,722
4,215,incongruent,621
4,216,congruent,360
4,217,congruent,469
4,218,congruent,448
4,219,incongruent,701
4,220,incongruent,596
4,221,incongruent,751
4,222,congruent,436
4,223,incongruent,737
4,224,incongruent,689
4,225,incongruent,709
4,226,congruent,438
4,227,congruent,457
4,228,incongruent,651
4,229,incongruent,682
4,230,incongruent,720
4,231,congruent,420
4,232,congruent,365
4,233,congruent,491
4,234,congruent,331
4,235,congruent,391
4,236,incongruent,721
4,237,incongruent,756
4,238,incongruent,733
4,239,incongruent,773
4,240,incongruent,634
4,241,congruent,390
4,242,congruent,448
4,243,incongruent,672
4,244,congruent,450
4,245,congruent,513
4,246,congruent,480
4,247,incongruent,795
4,248,congruent,492
4,249,congruent,448
4,250,incongruent,780
4,251,incongruent,698
4,252,incongruent,721
4,253,congruent,431
4,254,incongruent,746
4,255,congruent,444
4,256,incongruent,773
4,257,incongruent,748
4,258,incongruent,709
4,259,congruent,427
4,260,incongruent,721
4,261,congruent,398
4,262,congruent,431
4,263,congruent,405
4,264,congruent,469
4,265,congruent,416
4,266,incongruent,695
4,267,congruent,422
4,268,congruent,448
4,269,incongruent,680
4,270,incongruent,602
4,271,congruent,412
4,272,congruent,484
4,273,congruent,349
4,274,incongruent,798
4,275,congruent,396
4,276,incongruent,732
4,277,congruent,453
4,278,congruent,465
4,279,congruent,461
4,280,incongruent,791
4,281,incongruent,652
4,282,incongruent,784
4,283,congruent,454
4,284,incongruent,828
4,285,congruent,481
4,286,congruent,535
4,287,congruent,355
4,288,congruent,528
4,289,incongruent,764
4,290,congruent,458
4,291,congruent,456
4,292,congruent,386
4,293,incongruent,763
4,294,congruent,443
4,295,incongruent,760
4,296,congruent,383
4,297,incongruent,676
4,298,congruent,407
4,299,incongruent,827
4,300,incongruent,746
4,301,congruent,445
4,302,incongruent,826
4,303,incongruent,727
4,304,congruent,348
4,305,congruent,399
4,306,congruent,445
4,307,incongruent,633
4,308,incongruent,725
4,309,congruent,428
4,310,congruent,441
4,311,congruent,398
4,312,incongruent,754
4,313,incongruent,693
4,314,congruent,410
4,315,incongruent,764
4,316,congruent,499
4,317,incongruent,735
4,318,congruent,401
4,319,congruent,391
4,320,congruent,410
4,321,congruent,393
4,322,congruent,452
4,323,congruent,464
4,324,congruent,382
4,325,congruent,420
4,326,incongruent,703
4,327,congruent,417
4,328,incongruent,726
4,329,congruent,418
4,330,incongruent,614
4,331,congruent,311
4,332,congruent,419
4,333,incongruent,691
4,334,congruent,460
4,335,incongruent,757
4,336,congruent,379
4,337,incongruent,811
4,338,incongruent,750
4,339,congruent,428
4,340,congruent,431
4,341,incongruent,731
4,342,incongruent,713
4,343,incongruent,626
4,344,congruent,399
4,345,congruent,433
4,346,congruent,398
4,347,congruent,405
4,348,congruent,403
4,349,incongruent,681
4,350,incongruent,787
4,351,congruent,418
4,352,incongruent,653
4,353,congruent,482
4,354,congruent,415
4,355,congruent,481
4,356,incongruent,714
4,357,incongruent,689
4,358,congruent,450
4,359,incongruent,746
4,360,incongruent,686
4,361,congruent,401
4,362,incongruent,667
4,363,incongruent,749
4,364,congruent,350
4,365,congruent,448
4,366,congruent,440
4,367,incongruent,673
4,368,incongruent,776
4,369,incongruent,683
4,370,incongruent,701
4,371,congruent,485
4,372,incongruent,659
4,373,congruent,484
4,374,incongruent,575
4,375,congruent,486
4,376,incongruent,768
4,377,congruent,497
4,378,incongruent,711
4,379,incongruent,684
4,380,incongruent,633
4,381,incongruent,706
4,382,incongruent,699
4,383,congruent,439
4,384,incongruent,846
4,385,congruent,414
4,386,congruent,380
4,387,congruent,390
4,388,congruent,440
4,389,incongruent,815
4,390,incongruent,816
4,391,incongruent,561
4,392,incongruent,752
4,393,incongruent,715
4,394,congruent,414
4,395,congruent,463
4,396,incongruent,659
4,397,congruent,433
4,398,incongruent,710
4,399,incongruent,690
4,400,congruent,406
4,401,incongruent,658
4,402,incongruent,664
4,403,incongruent,675
4,404,congruent,423
4,405,incongruent,685
4,406,congruent,459
4,407,incongruent,719
4,408,congruent,457
4,409,congruent,385
4,410,congruent,394
4,411,congruent,386
4,412,incongruent,718
4,413,congruent,490
4,414,congruent,377
4,415,congruent,415
4,416,incongruent,687
4,417,congruent,411
4,418,incongruent,746
4,419,congruent,371
4,420,congruent,381
4,421,incongruent,786
4,422,congruent,408
4,423,congruent,427
4,424,congruent,385
4,425,incongruent,778
4,426,incongruent,697
4,427,congruent,455
4,428,congruent,440
4,429,incongruent,685
4,430,incongruent,713
4,431,incongruent,655
4,432,congruent,417
4,433,incongruent,697
4,434,congruent,375
4,435,incongruent,743
4,436,incongruent,678
4,437,incongruent,738
4,438,congruent,444
4,439,incongruent,805
4,440,congruent,532
4,441,congruent,521
4,442,incongruent,762
4,443,congruent,402
4,444,incongruent,670
4,445,incongruent,658
4,446,congruent,455
4,447,incongruent,645
4,448,congruent,483
4,449,congruent,448
4,450,incongruent,604
4,451,congruent,444
4,452,congruent,508
4,453,congruent,422
4,454,congruent,501
4,455,congruent,483
4,456,incongruent,851
4,457,incongruent,699
4,458,congruent,381
4,459,incongruent,696
4,460,incongruent,743
4,461,congruent,380
4,462,congruent,355
4,463,incongruent,768
4,464,incongruent,693
4,465,congruent,436
4,466,congruent,403
4,467,incongruent,640
4,468,congruent,538
4,469,congruent,436
4,470,incongruent,715
4,471,congruent,335
4,472,congruent,385
4,473,incongruent,699
4,474,incongruent,733
4,475,congruent,473
4,476,incongruent,658
4,477,congruent,314
4,478,incongruent,752
4,479,incongruent,707
4,480,incongruent,784
4,481,incongruent,763
4,482,congruent,363
4,483,incongruent,739
4,484,congruent,401
4,485,incongruent,837
4,486,congruent,399
4,487,incongruent,689
4,488,congruent,424
4,489,congruent,389
4,490,incongruent,776
4,491,congruent,449
4,492,congruent,378
4,493,incongruent,650
4,494,incongruent,829
4,495,congruent,380
4,496,incongruent,703
4,497,incongruent,711
4,498,incongruent,759
4,499,incongruent,679
4,500,congruent,472
5,21,incongruent,613
5,22,congruent,425
5,23,congruent,412
5,24,congruent,455
5,25,congruent,419
5,26,incongruent,691
5,27,congruent,379
5,28,congruent,420
5,29,incongruent,703
5,30,incongruent,669
5,31,incongruent,583
5,32,incongruent,694
5,33,congruent,385
5,34,congruent,484
5,35,incongruent,698
5,36,incongruent,663
5,37,congruent,457
5,38,congruent,372
5,39,congruent,428
5,40,congruent,407
5,41,incongruent,656
5,42,congruent,367
5,43,congruent,381
5,44,congruent,447
5,45,incongruent,607
5,46,congruent,396
5,47,congruent,432
5,48,incongruent,712
5,49,congruent,347
5,50,incongruent,638
5,51,incongruent,629
5,52,incongruent,719
5,53,congruent,454
5,54,congruent,428
5,55,incongruent,651
5,56,congruent,478
5,57,congruent,424
5,58,congruent,424
5,59,incongruent,688
5,60,congruent,451
5,61,incongruent,712
5,62,congruent,437
5,63,congruent,432
5,64,incongruent,628
5,65,incongruent,676
5,66,congruent,397
5,67,incongruent,651
5,68,incongruent,641
5,69,congruent,345
5,70,incongruent,697
5,71,incongruent,677
5,72,congruent,487
5,73,incongruent,634
5,74,congruent,356
5,75,incongruent,633
5,76,congruent,466
5,77,incongruent,695
5,78,incongruent,582
5,79,congruent,391
5,80,congruent,429
5,81,incongruent,655
5,82,congruent,433
5,83,congruent,450
5,84,congruent,419
5,85,congruent,490
5,86,congruent,415
5,87,congruent,431
5,88,incongruent,537
5,89,incongruent,571
5,90,congruent,353
5,91,incongruent,622
5,92,incongruent,657
5,93,incongruent,710
5,94,incongruent,695
5,95,congruent,434
5,96,incongruent,704
5,97,congruent,422
5,98,congruent,393
5,99,incongruent,666
5,100,congruent,431
5,101,incongruent,673
5,102,incongruent,665
5,103,congruent,426
5,104,incongruent,605
5,105,congruent,395
5,106,congruent,436
5,107,congruent,467
5,108,congruent,421
5,109,incongruent,662
5,110,incongruent,705
5,111,congruent,405
5,112,congruent,393
5,113,incongruent,748
5,114,incongruent,707
5,115,congruent,437
5,116,congruent,423
5,117,incongruent,713
5,118,congruent,435
5,119,incongruent,677
5,120,incongruent,604
5,121,incongruent,752
5,122,incongruent,676
5,123,incongruent,681
5,124,congruent,384
5,125,congruent,436
5,126,incongruent,653
5,127,incongruent,696
5,128,incongruent,665
5,129,incongruent,702
5,130,incongruent,633
5,131,congruent,404
5,132,incongruent,731
5,133,congruent,444
5,134,congruent,437
5,135,incongruent,645
5,136,incongruent,676
5,137,congruent,423
5,138,congruent,416
5,139,incongruent,670
5,140,congruent,443
5,141,incongruent,655
5,142,incongruent,728
5,143,congruent,452
5,144,incongruent,620
5,145,incongruent,612
5,146,congruent,422
5,147,incongruent,738
5,148,congruent,391
5,149,incongruent,699
5,150,congruent,409
5,151,congruent,414
5,152,incongruent,738
5,153,congruent,425
5,154,congruent,491
5,155,incongruent,673
5,156,congruent,429
5,157,congruent,399
5,158,congruent,408
5,159,congruent,451
5,160,incongruent,690
5,161,congruent,414
5,162,congruent,386
5,163,incongruent,694
5,164,incongruent,660
5,165,incongruent,694
5,166,congruent,446
5,167,congruent,427
5,168,congruent,432
5,169,congruent,406
5,170,congruent,413
5,171,incongruent,687
5,172,incongruent,665
5,173,incongruent,683
5,174,incongruent,656
5,175,congruent,418
5,176,congruent,447
5,177,congruent,412
5,178,incongruent,714
5,179,incongruent,682
5,180,incongruent,666
5,181,incongruent,593
5,182,incongruent,700
5,183,congruent,384
5,184,congruent,456
5,185,incongruent,675
5,186,incongruent,689
5,187,congruent,441
5,188,congruent,467
5,189,incongruent,612
5,190,incongruent,649
5,191,incongruent,681
5,192,congruent,413
5,193,congruent,451
5,194,incongruent,727
5,195,congruent,456
5,196,incongruent,668
5,197,congruent,417
5,198,congruent,449
5,199,congruent,448
5,200,congruent,378
5,201,incongruent,652
5,202,congruent,411
5,203,incongruent,657
5,204,congruent,453
5,205,incongruent,674
5,206,congruent,435
5,207,incongruent,701
5,208,incongruent,619
5,209,incongruent,657
5,210,congruent,367
5,211,incongruent,713
5,212,congruent,425
5,213,congruent,409
5,214,incongruent,639
5,215,congruent,447
5,216,congruent,419
5,217,incongruent,646
5,218,incongruent,700
5,219,incongruent,686
5,220,incongruent,623
5,221,congruent,404
5,222,congruent,410
5,223,incongruent,769
5,224,incongruent,698
5,225,congruent,434
5,226,congruent,427
5,227,incongruent,608
5,228,congruent,434
5,229,incongruent,576
5,230,incongruent,680
5,231,congruent,401
5,232,incongruent,644
5,233,incongruent,664
5,234,congruent,407
5,235,incongruent,644
5,236,congruent,454
5,237,congruent,440
5,238,congruent,433
5,239,incongruent,677
5,240,congruent,398
5,241,incongruent,652
5,242,incongruent,646
5,243,incongruent,641
5,244,incongruent,650
5,245,congruent,414
5,246,congruent,377
5,247,congruent,403
5,248,congruent,411
5,249,incongruent,629
5,250,incongruent,627
5,251,incongruent,632
5,252,incongruent,670
5,253,incongruent,627
5,254,congruent,464
5,255,incongruent,720
5,256,incongruent,718
5,257,incongruent,621
5,258,incongruent,669
5,259,incongruent,716
5,260,congruent,415
5,261,incongruent,694
5,262,incongruent,682
5,263,congruent,423
5,264,congruent,396
5,265,congruent,426
5,266,incongruent,671
5,267,incongruent,661
5,268,incongruent,638
5,269,congruent,366
5,270,congruent,406
5,271,incongruent,774
5,272,congruent,402
5,273,congruent,410
5,274,congruent,458
5,275,congruent,441
5,276,incongruent,653
5,277,incongruent,679
5,278,incongruent,682
5,279,congruent,398
5,280,incongruent,649
5,281,incongruent,746
5,282,incongruent,693
5,283,congruent,430
5,284,incongruent,711
5,285,incongruent,749
5,286,incongruent,586
5,287,congruent,433
5,288,incongruent,720
5,289,congruent,446
5,290,congruent,429
5,291,incongruent,634
5,292,congruent,400
5,293,incongruent,653
5,294,congruent,408
5,295,incongruent,715
5,296,congruent,423
5,297,incongruent,701
5,298,incongruent,622
5,299,congruent,389
5,300,congruent,409
5,301,incongruent,674
5,302,incongruent,648
5,303,congruent,451
5,304,incongruent,659
5,305,congruent,403
5,306,incongruent,738
5,307,incongruent,703
5,308,congruent,445
5,309,incongruent,662
5,310,incongruent,728
5,311,congruent,398
5,312,incongruent,637
5,313,congruent,431
5,314,congruent,469
5,315,congruent,442
5,316,incongruent,706
5,317,congruent,411
5,318,incongruent,644
5,319,congruent,499
5,320,congruent,390
5,321,incongruent,652
5,322,congruent,429
5,323,congruent,416
5,324,incongruent,636
5,325,incongruent,652
5,326,incongruent,720
5,327,congruent,404
5,328,incongruent,635
5,329,congruent,474
5,330,incongruent,686
5,331,congruent,402
5,332,incongruent,653
5,333,congruent,384
5,334,congruent,428
5,335,incongruent,642
5,336,incongruent,644
5,337,incongruent,680
5,338,incongruent,651
5,339,congruent,412
5,340,incongruent,726
5,341,incongruent,630
5,342,incongruent,630
5,343,incongruent,681
5,344,congruent,386
5,345,congruent,412
5,346,congruent,440
5,347,incongruent,678
5,348,incongruent,642
5,349,congruent,363
5,350,congruent,356
5,351,congruent,410
5,352,congruent,381
5,353,congruent,407
5,354,incongruent,717
5,355,congruent,449
5,356,incongruent,756
5,357,incongruent,705
5,358,congruent,387
5,359,incongruent,727
5,360,congruent,410
5,361,incongruent,705
5,362,congruent,371
5,363,congruent,430
5,364,congruent,412
5,365,congruent,383
5,366,congruent,415
5,367,congruent,469
5,368,incongruent,695
5,369,incongruent,639
5,370,congruent,453
5,371,congruent,409
5,372,congruent,370
5,373,incongruent,654
5,374,congruent,444
5,375,incongruent,735
5,376,incongruent,667
5,377,congruent,412
5,378,incongruent,640
5,379,congruent,430
5,380,congruent,443
5,381,congruent,455
5,382,incongruent,683
5,383,incongruent,692
5,384,incongruent,674
5,385,incongruent,644
5,386,congruent,408
5,387,congruent,419
5,388,congruent,399
5,389,congruent,456
5,390,congruent,393
5,391,incongruent,608
5,392,incongruent,665
5,393,incongruent,635
5,394,incongruent,684
5,395,congruent,467
5,396,incongruent,629
5,397,congruent,436
5,398,incongruent,779
5,399,incongruent,663
5,400,congruent,438
5,401,congruent,419
5,402,congruent,375
5,403,incongruent,714
5,404,incongruent,590
5,405,incongruent,636
5,406,incongruent,612
5,407,incongruent,678
5,408,incongruent,633
5,409,incongruent,722
5,410,incongruent,658
5,411,incongruent,668
5,412,congruent,406
5,413,incongruent,690
5,414,incongruent,699
5,415,congruent,445
5,416,incongruent,731
5,417,incongruent,675
5,418,incongruent,678
5,419,incongruent,668
5,420,congruent,423
5,421,incongruent,748
5,422,incongruent,708
5,423,incongruent,695
5,424,congruent,377
5,425,congruent,407
5,426,incongruent,689
5,427,congruent,428
5,428,congruent,430
5,429,congruent,407
5,430,incongruent,717
5,431,incongruent,681
5,432,incongruent,688
5,433,congruent,411
5,434,congruent,442
5,435,incongruent,656
5,436,incongruent,695
5,437,congruent,379
5,438,incongruent,699
5,439,incongruent,666
5,440,incongruent,657
5,441,incongruent,647
5,442,incongruent,676
5,443,congruent,499
5,444,incongruent,626
5,445,incongruent,694
5,446,congruent,423
5,447,incongruent,634
5,448,congruent,438
5,449,incongruent,591
5,450,congruent,408
5,451,incongruent,641
5,452,incongruent,689
5,453,incongruent,730
5,454,congruent,391
5,455,congruent,472
5,456,congruent,409
5,457,incongruent,560
5,458,incongruent,737
5,459,congruent,376
5,460,incongruent,687
5,461,incongruent,632
5,462,congruent,419
5,463,incongruent,785
5,464,congruent,439
5,465,incongruent,700
5,466,incongruent,763
5,467,incongruent,593
5,468,incongruent,701
5,469,congruent,394
5,470,congruent,389
5,471,incongruent,677
5,472,congruent,394
5,473,congruent,448
5,474,incongruent,659
5,475,congruent,397
5,476,congruent,374
5,477,incongruent,643
5,478,congruent,428
5,479,incongruent,630
5,480,congruent,434
5,481,incongruent,746
5,482,congruent,381
5,483,incongruent,667
5,484,incongruent,714
5,485,incongruent,713
5,486,congruent,414
5,487,congruent,404
5,488,incongruent,638
5,489,incongruent,656
5,490,incongruent,638
5,491,incongruent,654
5,492,congruent,433
5,493,incongruent,671
5,494,congruent,415
5,495,incongruent,681
5,496,congruent,436
5,497,congruent,399
5,498,congruent,365
5,499,congruent,436
5,500,congruent,439
6,21,incongruent,635
6,22,congruent,403
6,23,incongruent,702
6,24,incongruent,678
6,25,incongruent,645
6,26,congruent,352
6,27,congruent,416
6,28,incongruent,721
6,29,congruent,473
6,30,congruent,425
6,31,congruent,324
6,32,incongruent,620
6,33,incongruent,722
6,34,incongruent,645
6,35,incongruent,677
6,36,incongruent,676
6,37,congruent,399
6,38,incongruent,632
6,39,congruent,354
6,40,incongruent,699
6,41,congruent,310
6,42,congruent,342
6,43,congruent,381
6,44,incongruent,649
6,45,congruent,377
6,46,congruent,406
6,47,incongruent,614
6,48,congruent,347
6,49,incongruent,702
6,50,congruent,443
6,51,congruent,370
6,52,congruent,454
6,53,incongruent,629
6,54,congruent,380
6,55,incongruent,643
6,56,incongruent,644
6,57,incongruent,689
6,58,incongruent,619
6,59,incongruent,626
6,60,incongruent,626
6,61,incongruent,657
6,62,incongruent,653
6,63,incongruent,730
6,64,incongruent,653
6,65,incongruent,696
6,66,incongruent,617
6,67,congruent,414
6,68,congruent,384
6,69,incongruent,694
6,70,incongruent,736
6,71,incongruent,686
6,72,incongruent,667
6,73,incongruent,735
6,74,incongruent,721
6,75,incongruent,688
6,76,incongruent,644
6,77,congruent,342
6,78,incongruent,618
6,79,incongruent,681
6,80,incongruent,725
6,81,congruent,401
6,82,incongruent,632
6,83,incongruent,674
6,84,congruent,329
6,85,congruent,343
6,86,incongruent,697
6,87,incongruent,671
6,88,incongruent,718
6,89,incongruent,657
6,90,incongruent,714
6,91,incongruent,675
6,92,incongruent,690
6,93,congruent,387
6,94,congruent,448
6,95,incongruent,670
6,96,incongruent,671
6,97,congruent,394
6,98,congruent,377
6,99,congruent,408
6,100,congruent,368
6,101,congruent,373
6,102,congruent,423
6,103,incongruent,686
6,104,incongruent,673
6,105,congruent,427
6,106,congruent,406
6,107,incongruent,697
6,108,congruent,377
6,109,congruent,357
6,110,incongruent,666
6,111,incongruent,751
6,112,congruent,405
6,113,incongruent,683
6,114,incongruent,629
6,115,congruent,390
6,116,congruent,409
6,117,congruent,428
6,118,incongruent,768
6,119,congruent,452
6,120,congruent,287
6,121,congruent,412
6,122,congruent,360
6,123,incongruent,673
6,124,congruent,330
6,125,congruent,399
6,126,incongruent,690
6,127,congruent,386
6,128,congruent,346
6,129,incongruent,682
6,130,congruent,350
6,131,incongruent,698
6,132,incongruent,626
6,133,incongruent,670
6,134,congruent,369
6,135,congruent,409
6,136,congruent,438
6,137,congruent,404
6,138,incongruent,687
6,139,incongruent,717
6,140,congruent,312
6,141,congruent,391
6,142,congruent,390
6,143,congruent,374
6,144,incongruent,617
6,145,incongruent,673
6,146,congruent,363
6,147,incongruent,607
6,148,incongruent,651
6,149,congruent,371
6,150,congruent,387
6,151,incongruent,606
6,152,congruent,380
6,153,incongruent,682
6,154,congruent,381
6,155,incongruent,657
6,156,congruent,430
6,157,incongruent,635
6,158,incongruent,648
6,159,incongruent,681
6,160,congruent,424
6,161,congruent,367
6,162,incongruent,655
6,163,incongruent,661
6,164,incongruent,640
6,165,congruent,343
6,166,congruent,370
6,167,congruent,307
6,168,incongruent,665
6,169,congruent,367
6,170,incongruent,713
6,171,incongruent,606
6,172,incongruent,665
6,173,congruent,418
6,174,incongruent,705
6,175,incongruent,646
6,176,congruent,394
6,177,congruent,386
6,178,congruent,435
6,179,incongruent,736
6,180,incongruent,705
6,181,incongruent,704
6,182,congruent,426
6,183,congruent,383
6,184,incongruent,675
6,185,congruent,419
6,186,congruent,409
6,187,incongruent,687
6,188,incongruent,614
6,189,congruent,425
6,190,congruent,369
6,191,congruent,432
6,192,congruent,382
6,193,incongruent,709
6,194,incongruent,651
6,195,congruent,366
6,196,incongruent,705
6,197,incongruent,710
6,198,congruent,382
6,199,incongruent,675
6,200,congruent,357
6,201,incongruent,744
6,202,congruent,402
6,203,congruent,425
6,204,incongruent,658
6,205,congruent,393
6,206,incongruent,647
6,207,congruent,367
6,208,congruent,389
6,209,incongruent,641
6,210,congruent,471
6,211,congruent,393
6,212,incongruent,617
6,213,congruent,408
6,214,incongruent,697
6,215,incongruent,745
6,216,incongruent,668
6,217,congruent,421
6,218,incongruent,642
6,219,congruent,360
6,220,incongruent,645
6,221,congruent,383
6,222,incongruent,650
6,223,incongruent,746
6,224,incongruent,736
6,225,congruent,388
6,226,congruent,354
6,227,incongruent,714
6,228,congruent,333
6,229,congruent,345
6,230,incongruent,670
6,231,congruent,415
6,232,incongruent,718
6,233,incongruent,674
6,234,congruent,352
6,235,congruent,415
6,236,congruent,371
6,237,congruent,381
6,238,incongruent,671
6,239,incongruent,646
6,240,congruent,455
6,241,incongruent,650
6,242,congruent,380
6,243,incongruent,667
6,244,congruent,353
6,245,congruent,365
6,246,congruent,373
6,247,congruent,444
6,248,incongruent,700
6,249,congruent,406
6,250,incongruent,708
6,251,congruent,408
6,252,congruent,331
6,253,incongruent,713
6,254,congruent,370
6,255,incongruent,666
6,256,congruent,411
6,257,incongruent,658
6,258,congruent,417
6,259,incongruent,638
6,260,incongruent,673
6,261,congruent,371
6,262,incongruent,687
6,263,incongruent,648
6,264,incongruent,697
6,265,congruent,382
6,266,congruent,324
6,267,congruent,313
6,268,incongruent,674
6,269,congruent,297
6,270,congruent,419
6,271,incongruent,665
6,272,congruent,335
6,273,incongruent,706
6,274,congruent,403
6,275,congruent,391
6,276,congruent,347
6,277,congruent,326
6,278,incongruent,619
6,279,congruent,418
6,280,congruent,429
